player,monster,level,variant,出場回数,A(アクティブ),P(コンパニオン),url01,url02,url03,url04,url05,url06,url07,url08,url09,url10,url11
カリスト,復活の淫夢くんUC,56,亜種2,11,カラカス / チャージ / フォトケミカルスモッグ / ルルハラント / 光のベール,エンジェリックウィング / クィックオーダー / ボディケア / レジストバインド / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=11&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=43&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=75&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=107&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=139&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=171&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=203&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=235&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=267&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=299&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=331&se=4&t=1
カリスト,フォマルガルバドーハ！,60,亜種1,1,カロウシブスピット / スキュアー / スタンピード / トライペック / ブラッドセイバー,エンジェリックウィング / ハートオブフレイム,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=11&se=4&t=1,,,,,,,,,,
カリスト,星のスピキ擬態型,56,亜種2,1,アンブッシュ / カラカス / ヒーリング / フォトケミカルスモッグ / 光のベール,クィックオーダー / ボディケア,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=11&se=4&t=1,,,,,,,,,,
カリスト,比良坂初音,43,亜種2,1,エルフショット / ミラーズ / ユロール / 光のベール / 光の楔,レジストバインド / 守りのミンネ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=11&se=4&t=1,,,,,,,,,,
カリスト,フォマルガルバドーハ,58,亜種1,10,アースクェイク / カロウシブスピット / スタンピード / チャージ / トライペック,セントリー / リジェネレイト / 守りのミンネ / 戦いのエール / 販促,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=43&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=75&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=107&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=139&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=171&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=203&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=235&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=267&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=299&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=331&se=4&t=1,
カリスト,星のスピキ,56,亜種2,10,アンブッシュ / カラカス / ヒーリング / フォトケミカルスモッグ / 光のベール,クィックオーダー / ハートオブフレイム / ボディケア / リジェネレイト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=43&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=75&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=107&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=139&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=171&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=203&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=235&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=267&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=299&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=331&se=4&t=1,
カリスト,継承用外来後衛,55,原種,10,ヒーリング / ミラーズ / ユロール / 光の楔 / 風葬,エンジェリックウィング / コールドバリア / ハートオブフレイム / リジェネレイト / レジストバインド / 守りのミンネ / 心の棘,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=43&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=75&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=107&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=139&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=171&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=203&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=235&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=267&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=299&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=331&se=4&t=1,
イマクロ,アークディスプレイサー,70,原種,6,スリープクラウド / セメタリーゲート / ソリッドファントム / フェイズアウト / ホロウワールド,エンジェリックウィング / カウンター / ハートオブウィンド / レジストシック / レジストスリープ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=2&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=34&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=70&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=71&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=73&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=74&se=4&t=1,,,,,
イマクロ,ティンダロスハウンド,70,原種,7,ダブルアタック / チャージ / フェイズアウト / ルルハラント / 光の刻印,エンジェリックウィング / ハートオブウィンド / リフレクション / レジストバインド / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=2&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=34&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=69&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=70&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=71&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=73&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=74&se=4&t=1,,,,
イマクロ,エアリエル,70,原種,7,セメタリーゲート / テンペスト / フェアリーエイド / 光の楔 / 悪魔のトリル,レジストシック / レジストスリープ / レジストバインド / レジストフィアー / 心の棘 / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=2&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=34&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=69&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=70&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=71&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=74&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=75&se=4&t=1,,,,
イマクロ,ルサルカ,70,原種,5,アイスランス / ヒヤデスウィンド / フラッド,ミラージュ / リジェネレイト / レジストシック / レジストスリープ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=2&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=34&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=70&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=71&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=74&se=4&t=1,,,,,,
イマクロ,ブラスドラゴン (1),70,原種,2,アウターキラー / アースクェイク / ウォークライ / チャージ / ディスプレイスメント / ブラッドセイバー / ラーヴァフロウ,リジェネレイト / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=67&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=75&se=4&t=1,,,,,,,,,
イマクロ,ブラスドラゴン (2),70,原種,2,アウターキラー / アースクェイク / チャージ / ディスプレイスメント / ホロウワールド,エンジェリックウィング / リジェネレイト / リフレクション / 守りのミンネ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=68&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=72&se=4&t=1,,,,,,,,,
イマクロ,ハイドラ,70,原種,5,アースクェイク / ウォークライ / ガッシマ / スタンピード / ブラッドセイバー / ラーヴァフロウ / ルルハラント,エンジェリックウィング / カウンター / ハートオブウィンド / リフレクション / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=67&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=68&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=69&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=72&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=75&se=4&t=1,,,,,,
イマクロ,ウルタールの猫,45,亜種1,1,エルフショット / パンデミック / 月光浴 / 炎の楔,フレイムアシスト / フレイムバリア,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=67&se=4&t=1,,,,,,,,,,
イマクロ,シムルグ (1),70,原種,1,キャンセレイション / テンペスト / ドラゴニックロア / 炎の楔,フレイムアシスト / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=67&se=4&t=1,,,,,,,,,,
イマクロ,シムルグ (2),65,原種,1,アムネジア / ドラゴニックロア / ヒヤデスウィンド / 光のベール / 光の楔,ハートオブウィンド / リフレクション,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=72&se=4&t=1,,,,,,,,,,
イマクロ,ペリ,70,原種,4,キャンセレイション / トランキリティ / ポイズンクラウド / リヴァイヴ / 光の楔,ハートオブフレイム / リフレクション / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=68&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=72&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=73&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=75&se=4&t=1,,,,,,,
イマクロ,サキュバス,40,原種,3,アウェイクニング / ヒヤデスウィンド / ペイルムーン / 光の楔,エンジェリックウィング / ハートオブフレイム / リジェネレイト / リフレクション / 守りのミンネ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=68&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=69&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=73&se=4&t=1,,,,,,,,
ClayClay,アークディスプレイサー,44,原種,6,ジャバー / スリープクラウド / ヒカップ / ホロウワールド / リヴァイヴ,守りのミンネ / 心の壁,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=9&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=41&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=137&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=201&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=233&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=298&se=4&t=1,,,,,
ClayClay,ダークヤングまりぼう,25,原種,6,イートアライブ / ガッシマ / スタンピード / ヒカップ,アウタークッキー / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=9&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=41&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=137&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=169&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=233&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=298&se=4&t=1,,,,,
ClayClay,イシュ,36,原種,9,アイスランス / ステイシス / ストームワーニング / スリートストーム / テンペスト,クィックオーダー / コールドアシスト / コールドバリア / 守りのミンネ / 戦いのエール / 敏捷ブースト / 防御ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=9&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=41&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=73&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=105&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=137&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=201&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=233&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=298&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=299&se=4&t=1,,
ClayClay,星鈴,41,亜種1,8,アンブッシュ / デルバイス / ユロール / 闇の楔,クィックオーダー / 悪目立ち,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=9&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=41&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=73&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=137&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=201&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=233&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=265&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=298&se=4&t=1,,,
ClayClay,アス,40,原種,3,アースクェイク / カロウシブスピット / シードハウザー / ダルバドーハ / ラーヴァフロウ,レジストスリープ / 守りのミンネ / 戦いのエール / 防寒布 / 防火布,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=73&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=105&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=265&se=4&t=1,,,,,,,,
ClayClay,セント,30,原種,3,アースクェイク / カロウシブスピット / ダイブ / ラーヴァフロウ / 炎の楔,アウタークッキー / ハートオブフレイム / ミラージュ / 守りのミンネ / 心の壁,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=73&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=105&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=169&se=4&t=1,,,,,,,,
ClayClay,パティ,39,原種,2,エルフショット / ダイブ / ペイルムーン / リベレイション / ロッツオブラフ,コールドアシスト / フェアリークッキー / レジストスリープ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=105&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=169&se=4&t=1,,,,,,,,,
ClayClay,ブラスドラゴン,30,原種,2,スタンピード / チャージ / トライペック / ランドスライド,レジストバインド / レジストフィアー / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=169&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=201&se=4&t=1,,,,,,,,,
ClayClay,熱峰分,25,亜種2,1,チャージ,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=265&se=4&t=1,,,,,,,,,,
ClayClay,シルバードラゴン,28,原種,1,バーニングレイジ,ハートオブマーブル / 敏捷ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=265&se=4&t=1,,,,,,,,,,
ClayClay,コア,34,原種,1,エンジェルダスト / セメタリーゲート / デルバイス / ラストシュリーク / 闇の刻印,ミラージュ / 心の棘,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=299&se=4&t=1,,,,,,,,,,
ClayClay,デルバイス,32,原種,1,テケリ・リ / デルバイス / 光のベール / 闇の刻印,ハートオブフレイム / ミラージュ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=299&se=4&t=1,,,,,,,,,,
ClayClay,ハルテ,55,原種,1,ヒヤデスウィンド / ファイアランス / 炎の刻印,クィックオーダー,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=299&se=4&t=1,,,,,,,,,,
Lollypop,ダークヤング,52,亜種2,8,イートアライブ / ガッシマ / チャージ / テラーコール / トライペック / ワインクラウド,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=8&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=72&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=104&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=136&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=168&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=200&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=232&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=267&se=4&t=1,,,
Lollypop,ハイドラ,42,原種,6,ダブルアタック / チャージ / ベノムスクラッチ / ラーヴァフロウ,フレイムアシスト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=8&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=104&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=136&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=200&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=265&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=266&se=4&t=1,,,,,
Lollypop,エアリエル,30,原種,3,セメタリーゲート / テンペスト / ファイアランス,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=8&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=265&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=266&se=4&t=1,,,,,,,,
Lollypop,クン・アヌン,49,亜種1,7,クルセイド / スリープクラウド / バーニングレイジ / ファイアボール / 光のベール,クィックオーダー / フレイムアシスト / フレイムバリア / 命中ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=8&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=104&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=136&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=200&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=265&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=266&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=267&se=4&t=1,,,,
Lollypop,ウルタールの猫1,15,原種,1,フライト,ビーストクッキー,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=40&se=4&t=1,,,,,,,,,,
Lollypop,パズズ,32,原種,1,ダブルアタック / チャージ / デルタスラッシュ / ドラゴニックロア,ビーストクッキー,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=40&se=4&t=1,,,,,,,,,,
Lollypop,モーラ,40,亜種2,5,アウェイクニング / ブラッドスティール / ペイルムーン / リベレイション / 悪魔のトリル,エンジェリックウィング / コールドアシスト / コールドバリア / フェアリークッキー / ミラージュ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=40&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=104&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=136&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=200&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=267&se=4&t=1,,,,,,
Lollypop,シルバードラゴン,25,原種,1,アイスブレス / カラカス / バーニングレイジ / ヒーリング / ファイアランス,ビーストクッキー,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=40&se=4&t=1,,,,,,,,,,
Lollypop,ドール,17,原種,6,アースクェイク / カロウシブスピット / ダブルアタック / ランドスライド,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=72&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=168&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=232&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=265&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=266&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=267&se=4&t=1,,,,,
Lollypop,オールドワン,20,原種,3,ミラーズ / 光のベール,クィックオーダー / 命中ブースト / 防御ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=72&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=168&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=232&se=4&t=1,,,,,,,,
Lollypop,スターヴァンパイア,22,原種,3,アンガドーリエラ / エナジードレイン,心の壁 / 心の棘,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=72&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=168&se=4&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=232&se=4&t=1,,,,,,,,
