player,monster,level,variant,出場回数,A(アクティブ),P(コンパニオン),url01,url02,url03,url04,url05,url06,url07,url08,url09,url10,url11
タカヤマン,アトラク＝ナクア,24,亜種1,1,ゴッサマーチェイン / ディスペル / ブラッドセイバー / ルールオブドリームス / 光のベール,守りのミンネ / 心の棘,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=35&se=5&t=1,,,,,,,,,,
タカヤマン,F.S.M.～②,44,亜種2,2,テンペスト / ミラーズ / ユロール / 光の楔,ハートオブフレイム / リジェネレイト / 守りのミンネ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=35&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=102&se=5&t=1,,,,,,,,,
タカヤマン,スターヴァンパイア☆☆,45,原種,1,アンブッシュ / ミラーズ / ユロール / 光のベール / 光の楔,ハートオブフレイム / ミラージュ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=35&se=5&t=1,,,,,,,,,,
タカヤマン,ケット・シー／１号,58,亜種2,6,テンペスト / ヒヤデスウィンド / フェアリーエイド / ペイルムーン / 光のベール,ハートオブウィンド / ハートオブフレイム / フェアリークッキー / ミラージュ / レジストバインド / レジストペトリ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=100&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=101&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=103&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=104&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=105&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=107&se=5&t=1,,,,,
タカヤマン,ケット・シー／２号,70,亜種2,3,アゼランザ / エンジェルダスト / トランキリティ / フェイズアウト / ルルハラント,クィックオーダー / フェアリークッキー / リジェネレイト / 守りのミンネ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=100&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=101&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=107&se=5&t=1,,,,,,,,
タカヤマン,スノウ／白,67,亜種2,6,ヒヤデスウィンド / フサリア / フラッシュファイア / リヴァイヴ / 炎の刻印,ハートオブフレイム / ハートオブマーブル / フェアリークッキー / ミラージュ / リジェネレイト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=100&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=101&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=103&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=104&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=105&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=107&se=5&t=1,,,,,
タカヤマン,サキュバス１,47,原種,6,アウェイクニング / エンジェルダスト / スタンダールシンドローム / ペイルムーン / 悪魔のトリル,ハートオブフレイム / ハートオブマーブル / フェアリークッキー / ミラージュ / リジェネレイト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=100&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=101&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=103&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=104&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=105&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=107&se=5&t=1,,,,,
タカヤマン,ティンダロスハウンド@,45,亜種1,1,スキュアー / フェイズアウト / ルルハラント / 光のベール / 光の楔,ハートオブフレイム / リフレクション,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=102&se=5&t=1,,,,,,,,,,
タカヤマン,スターヴァンパイア☆,47,原種,1,ミラーズ / ユロール / 光のベール / 光の楔 / 風葬,ハートオブフレイム / ミラージュ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=102&se=5&t=1,,,,,,,,,,
タカヤマン,ペリ／冷,56,亜種2,3,アイスランス / スノウストーム / ペイルムーン / 氷の刻印 / 氷の花,フェアリークッキー / リジェネレイト / 守りのミンネ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=103&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=104&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=105&se=5&t=1,,,,,,,,
タカヤマン,クン・アヌン／黒,49,亜種1,1,クルセイド / ニグラーヌ / 光のベール / 光の楔,ハートオブフレイム / ミラージュ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=106&se=5&t=1,,,,,,,,,,
カリスト,フォマルガルバドーハ！,63,亜種1,1,カロウシブスピット / スキュアー / スタンピード / トライペック / ブラッドセイバー,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=1&se=5&t=1,,,,,,,,,,
カリスト,復活の淫夢くんUC,62,亜種2,5,カラカス / チャージ / フォトケミカルスモッグ / ルルハラント / 光のベール,セントリー / リジェネレイト / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=1&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=38&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=39&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=40&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=42&se=5&t=1,,,,,,
カリスト,星のスピキ擬態型,60,亜種2,11,アンブッシュ / カラカス / ヒーリング / フォトケミカルスモッグ / 光のベール,クィックオーダー / ボディケア,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=1&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=34&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=35&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=36&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=37&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=38&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=39&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=40&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=41&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=42&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=43&se=5&t=1
カリスト,比良坂初音,60,亜種2,11,エルフショット / ミラーズ / ユロール / 光のベール / 光の楔,ハートオブフレイム / リジェネレイト / レジストバインド / 守りのミンネ / 心の棘,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=1&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=34&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=35&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=36&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=37&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=38&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=39&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=40&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=41&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=42&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=43&se=5&t=1
カリスト,地を喰らうスピキ,66,亜種1,10,カロウシブスピット / スキュアー / スタンピード / トライペック / ブラッドセイバー,ハートオブオーシャン / リジェネレイト / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=34&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=35&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=36&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=37&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=38&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=39&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=40&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=41&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=42&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=43&se=5&t=1,
カリスト,畝の後ろの後ろを歩くモノ,62,原種,6,ガッシマ / スキュアー / スタンピード / トライペック / トランキリティ,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=34&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=35&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=36&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=37&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=41&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=43&se=5&t=1,,,,,
イマクロ,ブラスドラゴン,70,原種,5,アウターキラー / アースクェイク / ウォークライ / ブラッドセイバー / ラーヴァフロウ,エンジェリックウィング / レジストシール / レジストペトリ / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=7&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=39&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=71&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=167&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=235&se=5&t=1,,,,,,
イマクロ,ハイドラ (1),70,原種,7,アースクェイク / ウォークライ / スタンピード / ブラッドセイバー / ラーヴァフロウ,ハートオブウィンド / ミラージュ / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=7&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=39&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=71&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=103&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=135&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=167&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=235&se=5&t=1,,,,
イマクロ,ハイドラ (2),43,原種,1,アースクェイク / チャージ / トライペック / 光の刻印,カウンター / ハートオブウィンド,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=103&se=5&t=1,,,,,,,,,,
イマクロ,シムルグ,70,原種,4,キャンセレイション / テンペスト / ドラゴニックロア / 光のベール / 炎の楔,リフレクション / レジストバインド / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=7&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=39&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=71&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=235&se=5&t=1,,,,,,,
イマクロ,ウルタールの猫,50,亜種1,6,エルフショット / パンデミック / フライト / 月光浴 / 炎の楔,ハートオブウィンド / リフレクション / レジストシール / レジストペトリ / 心の棘 / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=7&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=39&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=71&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=103&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=135&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=235&se=5&t=1,,,,,
イマクロ,サキュバス,43,原種,1,ペイルムーン / 光の楔,レジストシール / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=103&se=5&t=1,,,,,,,,,,
イマクロ,ドール,40,原種,1,カロウシブスピット / 光の刻印,コールドバリア / フレイムアシスト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=135&se=5&t=1,,,,,,,,,,
イマクロ,ペリ (1),70,原種,1,キャンセレイション,リジェネレイト / 守りのミンネ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=135&se=5&t=1,,,,,,,,,,
イマクロ,ペリ (2),70,原種,1,トランキリティ / ポイズンクラウド / リヴァイヴ / 光の楔,レジストシック / レジストスリープ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=167&se=5&t=1,,,,,,,,,,
イマクロ,ルサルカ (1),58,原種,1,リヴァイヴ,ハートオブフレイム,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=167&se=5&t=1,,,,,,,,,,
イマクロ,ルサルカ (2),70,原種,4,アイスランス / セメタリーゲート / ヒヤデスウィンド / フラッド / 光のベール,コールドアシスト / ハートオブフレイム / レジストシック / レジストスリープ / レジストチャーム / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=199&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=232&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=233&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=234&se=5&t=1,,,,,,,
イマクロ,アークディスプレイサー (1),70,原種,1,ホロウワールド,ハートオブウィンド / リフレクション,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=199&se=5&t=1,,,,,,,,,,
イマクロ,アークディスプレイサー (2),70,原種,3,スリープクラウド / セメタリーゲート / フェイズアウト,ハートオブウィンド / リフレクション / レジストシック / レジストスリープ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=232&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=233&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=234&se=5&t=1,,,,,,,,
イマクロ,ティンダロスハウンド,70,原種,4,ダブルアタック / チャージ / フェイズアウト / 光の刻印,リフレクション / レジストバインド / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=199&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=232&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=233&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=234&se=5&t=1,,,,,,,
イマクロ,エアリエル,70,原種,4,セメタリーゲート / テンペスト / フェアリーエイド / 光の楔 / 悪魔のトリル,レジストシック / レジストスリープ / レジストチャーム / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=199&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=232&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=233&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=234&se=5&t=1,,,,,,,
Lollypop,ダークヤング,56,亜種2,8,イートアライブ / ガッシマ / スウィング / チャージ / トライペック / ワインクラウド,クィックオーダー / 守りのミンネ / 戦いのエール / 防御ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=6&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=70&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=134&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=199&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=200&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=201&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=202&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=203&se=5&t=1,,,
Lollypop,ハイドラ (1),47,原種,10,アースクェイク / ダブルアタック / チャージ / ベノムスクラッチ / ラーヴァフロウ,クィックオーダー / フレイムアシスト / 命中ブースト / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=6&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=38&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=102&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=134&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=166&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=199&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=200&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=201&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=202&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=203&se=5&t=1,
Lollypop,ハイドラ (2),47,亜種2,3,アースクェイク / スタンピード / チャージ / ペトロガス / ラーヴァフロウ,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=38&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=102&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=166&se=5&t=1,,,,,,,,
Lollypop,モーラ,41,亜種2,5,アウェイクニング / ブラッドスティール / ペイルムーン / リベレイション / 悪魔のトリル,エンジェリックウィング / クィックオーダー / コールドアシスト / コールドバリア / ミラージュ / 防御ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=6&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=134&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=199&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=201&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=203&se=5&t=1,,,,,,
Lollypop,クン・アヌン,53,亜種1,8,クルセイド / スリープクラウド / バーニングレイジ / 光のベール / 光の楔,クィックオーダー / ハートオブフレイム / フレイムアシスト / フレイムバリア / リジェネレイト / 命中ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=6&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=70&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=134&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=199&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=200&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=201&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=202&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=203&se=5&t=1,,,
Lollypop,猫も可愛いね,32,亜種1,1,キャンセレイション / フライト / リヴァイヴ / 光のベール / 月光浴,ハートオブフレイム / リジェネレイト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=38&se=5&t=1,,,,,,,,,,
Lollypop,小さな空の覇者,56,亜種1,3,クルセイド / スリープクラウド / バーニングレイジ / 光のベール / 光の楔,クィックオーダー / レジストシール / レジストバインド / 命中ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=38&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=102&se=5&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=166&se=5&t=1,,,,,,,,
Lollypop,ドール,18,原種,1,アースクェイク / カロウシブスピット / チャージ / ランドスライド,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=70&se=5&t=1,,,,,,,,,,
