player,monster,level,variant,出場回数,A(アクティブ),P(コンパニオン),url01,url02,url03,url04,url05,url06,url07,url08,url09,url10,url11
タカヤマン,F.S.M.～１,57,原種,1,アゼランザ / フォトケミカルスモッグ / 光のベール / 光の楔,リジェネレイト / 守りのミンネ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=200&se=6&t=1,,,,,,,,,,
タカヤマン,サキュバス１,47,原種,1,アウェイクニング / エンジェルダスト / スタンダールシンドローム / ペイルムーン / 悪魔のトリル,リジェネレイト / 守りのミンネ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=201&se=6&t=1,,,,,,,,,,
タカヤマン,ブラスドラゴン／赤燐,67,亜種2,1,スキュアー / スタンピード / スパイクテイル / チャージ / 光の刻印,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=202&se=6&t=1,,,,,,,,,,
タカヤマン,ハイドラ！,70,亜種2,1,アウターキラー / アースクェイク / グランドスラム / スキュアー,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=202&se=6&t=1,,,,,,,,,,
タカヤマン,クン・アヌン／ロア,51,亜種2,1,カラカス / ドラゴニックロア / 光のベール / 光の楔,リジェネレイト / 守りのミンネ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=202&se=6&t=1,,,,,,,,,,
タカヤマン,ウルタールの猫／トラ,29,亜種2,1,フライト / リヴァイヴ / 光のベール / 光の楔 / 月光浴,守りのミンネ / 心の棘,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=202&se=6&t=1,,,,,,,,,,
タカヤマン,ダークヤング／タマ,32,亜種2,1,光のベール,ハートオブオーシャン / リジェネレイト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=203&se=6&t=1,,,,,,,,,,
カリスト,地を喰らうスピキ,68,亜種1,10,カロウシブスピット / スキュアー / スタンピード / トライペック / ブラッドセイバー,ハートオブオーシャン / リジェネレイト / レジストポイズン / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=10&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=42&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=74&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=106&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=138&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=202&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=234&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=266&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=298&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=331&se=6&t=1,
カリスト,復活の淫夢くんUC,64,亜種2,4,カラカス / チャージ / フォトケミカルスモッグ / ルルハラント / 光のベール,クィックオーダー / ボディケア / レジストポイズン / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=10&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=106&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=234&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=298&se=6&t=1,,,,,,,
カリスト,星のスピキ擬態型,63,亜種2,11,アンブッシュ / カラカス / フォトケミカルスモッグ / ミラーズ / 光のベール,クィックオーダー / ボディケア / リジェネレイト / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=10&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=42&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=74&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=106&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=138&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=170&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=202&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=234&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=266&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=298&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=331&se=6&t=1
カリスト,比良坂初音,63,亜種2,10,エルフショット / ミラーズ / ユロール / 光のベール / 光の楔,クィックオーダー / ハートオブフレイム / リジェネレイト / レジストバインド / 守りのミンネ / 心の棘,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=10&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=42&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=74&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=106&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=138&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=202&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=234&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=266&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=298&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=331&se=6&t=1,
カリスト,畝の後ろの後ろを歩くモノ,65,原種,6,ガッシマ / スキュアー / スタンピード / トライペック / トランキリティ,セントリー / リジェネレイト / レジストポイズン / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=42&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=74&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=138&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=202&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=266&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=331&se=6&t=1,,,,,
カリスト,シムルグ,39,亜種1,1,アウターキラー / スタンピード / ドラゴニックロア / バードサンクチュアリ,ハートオブオーシャン / リジェネレイト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=170&se=6&t=1,,,,,,,,,,
カリスト,Hydra,58,亜種1,1,アースクェイク / ウォークライ / スタンピード / チャージ,エンジェリックウィング / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=170&se=6&t=1,,,,,,,,,,
カリスト,【ウルタールの猫】,30,原種,1,フライト / リヴァイヴ / 光の楔 / 月光浴,クィックオーダー / ボディケア,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=170&se=6&t=1,,,,,,,,,,
イマクロ,ドール,42,原種,1,光の刻印 / 踏みつけ,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=1&se=6&t=1,,,,,,,,,,
イマクロ,ハイドラ,70,原種,8,アースクェイク / ウォークライ / スタンピード / ブラッドセイバー / ラーヴァフロウ,ハートオブウィンド / リフレクション / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=1&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=3&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=4&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=6&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=7&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=8&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=9&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=10&se=6&t=1,,,
イマクロ,フラーユ,42,原種,1,闇のベール / 闇の楔,リジェネレイト / 守りのミンネ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=1&se=6&t=1,,,,,,,,,,
イマクロ,エアリエル (1),70,原種,3,セメタリーゲート / テンペスト / フェアリーエイド / 光の楔 / 悪魔のトリル,レジストシック / レジストスリープ / 心の棘 / 戦いのエール / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=1&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=5&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=11&se=6&t=1,,,,,,,,
イマクロ,エアリエル (2),53,原種,1,テンペスト / ペイルムーン / 光のベール,コールドアシスト / 敏捷ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=2&se=6&t=1,,,,,,,,,,
イマクロ,エアリエル (3),49,原種,1,ウィンドボルト / エンジェルダスト,敏捷ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=2&se=6&t=1,,,,,,,,,,
イマクロ,ルサルカ (1),59,原種,1,フサリア / 炎の刻印,フレイムアシスト / ミラージュ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=2&se=6&t=1,,,,,,,,,,
イマクロ,ルサルカ (2),70,原種,2,アイスランス / セメタリーゲート / 光のベール,ハートオブフレイム / レジストシック / レジストスリープ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=5&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=11&se=6&t=1,,,,,,,,,
イマクロ,サキュバス (1),47,原種,2,テンプテイション / ブラッドスティール / ペイルムーン,エンジェリックウィング / ハートオブマーブル / ミラージュ / リフレクション,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=2&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=8&se=6&t=1,,,,,,,,,
イマクロ,サキュバス (2),47,原種,1,アウェイクニング / クルセイド / ヒヤデスウィンド / ペイルムーン / 光の楔,エンジェリックウィング / 守りのミンネ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=7&se=6&t=1,,,,,,,,,,
イマクロ,ブラスドラゴン,70,原種,7,アウターキラー / アースクェイク / ウォークライ / ブラッドセイバー / ラーヴァフロウ,エンジェリックウィング / リジェネレイト / リフレクション / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=3&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=4&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=6&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=7&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=8&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=9&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=10&se=6&t=1,,,,
イマクロ,シムルグ,70,原種,5,キャンセレイション / テンペスト / ドラゴニックロア / 光のベール / 炎の楔,ハートオブウィンド / リジェネレイト / リフレクション / レジストバインド / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=3&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=4&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=6&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=9&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=10&se=6&t=1,,,,,,
イマクロ,ウルタールの猫,52,亜種1,4,エルフショット / パンデミック / フライト / 月光浴 / 炎の楔,エンジェリックウィング / ハートオブウィンド / リフレクション / 心の棘 / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=3&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=4&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=9&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=10&se=6&t=1,,,,,,,
イマクロ,アークディスプレイサー,70,原種,2,スリープクラウド / セメタリーゲート / ホロウワールド,ハートオブウィンド / リフレクション / レジストシック / レジストスリープ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=5&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=11&se=6&t=1,,,,,,,,,
イマクロ,ティンダロスハウンド,70,原種,2,ダブルアタック / チャージ / フェイズアウト / 光の刻印,レジストバインド,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=5&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=11&se=6&t=1,,,,,,,,,
イマクロ,ペリ,70,原種,3,キャンセレイション / トランキリティ / ポイズンクラウド / リヴァイヴ / 光の楔,ハートオブフレイム / リジェネレイト / リフレクション / 守りのミンネ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=6&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=7&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=8&se=6&t=1,,,,,,,,
Lollypop,ハイドラ (1),49,原種,10,アースクェイク / ダブルアタック / チャージ / ベノムスクラッチ / ラーヴァフロウ,カウンター / ミラージュ / リフレクション / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=11&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=43&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=75&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=107&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=139&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=171&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=203&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=235&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=267&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=331&se=6&t=1,
Lollypop,ハイドラ (2),50,亜種2,9,アースクェイク / スタンピード / チャージ / ペトロガス / ラーヴァフロウ,カウンター / ビーストクッキー / ミラージュ / リフレクション / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=11&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=75&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=107&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=139&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=203&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=235&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=267&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=299&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=331&se=6&t=1,,
Lollypop,猫も可愛いね,37,亜種1,9,キャンセレイション / フライト / リヴァイヴ / 光のベール / 月光浴,クィックオーダー / ビーストクッキー / レジストシール / レジストバインド / 命中ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=11&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=75&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=107&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=139&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=203&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=235&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=267&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=299&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=331&se=6&t=1,,
Lollypop,小さな空の覇者,58,亜種1,7,クルセイド / スリープクラウド / バーニングレイジ / 光のベール / 光の楔,フレイムアシスト / フレイムバリア / リフレクション / 敏捷ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=11&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=43&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=75&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=107&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=139&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=171&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=267&se=6&t=1,,,,
Lollypop,うにょうにょ,58,亜種2,2,チャージ / トライペック / ホロウワールド,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=43&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=171&se=6&t=1,,,,,,,,,
Lollypop,ホブゴブリンキング,51,亜種2,2,ペイルムーン / リベレイション,エンジェリックウィング / ハートオブフレイム / ミラージュ / リジェネレイト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=43&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=171&se=6&t=1,,,,,,,,,
Lollypop,シルバードラゴン (1),43,原種,4,スリープクラウド / テンペスト / バーニングレイジ / ヒーリング / ファイアランス,フレイムアシスト / フレイムバリア / リフレクション / 敏捷ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=203&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=235&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=299&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=331&se=6&t=1,,,,,,,
Lollypop,シルバードラゴン (2),13,亜種2,1,チャージ / ヒーリング,敏捷ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=299&se=6&t=1,,,,,,,,,,
けけけけ,アルルーナ,48,原種,8,アイスランス / エンジェルダスト / トランキリティ / ラストシュリーク / リヴァイヴ,守りのミンネ / 防御ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=8&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=72&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=136&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=168&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=200&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=232&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=265&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=267&se=6&t=1,,,
けけけけ,フラーユ,46,原種,7,アイスランス / フェアリーエイド / ペイルムーン / 桜花泡影,コールドアシスト / 敏捷ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=8&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=72&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=136&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=168&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=232&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=265&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=267&se=6&t=1,,,,
けけけけ,ペリ,48,亜種2,7,アウェイクニング / セメタリーゲート / ムーランルージュ / レーヴァテイン / 風葬,フレイムアシスト / フレイムバリア,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=8&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=72&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=136&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=168&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=232&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=265&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=267&se=6&t=1,,,,
けけけけ,ルサルカ (1),51,原種,1,フラッド,心の棘 / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=8&se=6&t=1,,,,,,,,,,
けけけけ,ルサルカ (2),50,原種,6,ウィンターブラスト / フォグ / ペイルムーン,心の棘 / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=72&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=136&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=168&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=232&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=265&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=267&se=6&t=1,,,,,
けけけけ,ダークヤング,55,原種,4,のしかかり / ガッシマ / スタンピード / ホロウワールド,戦いのエール / 攻撃ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=40&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=104&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=200&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=266&se=6&t=1,,,,,,,
けけけけ,ドール,51,原種,4,のしかかり / アースクェイク / カロウシブスピット / スタンピード,リジェネレイト / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=40&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=104&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=200&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=266&se=6&t=1,,,,,,,
けけけけ,グレムリン,36,原種,3,光の楔 / 闇の楔 / 風葬,心の壁 / 心の棘,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=40&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=104&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=266&se=6&t=1,,,,,,,,
けけけけ,オールドワン,48,原種,4,ミラーズ / ユロール / 光の楔 / 風葬,クィックオーダー,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=40&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=104&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=200&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=266&se=6&t=1,,,,,,,
ユウア,ドール (1),46,原種,4,アースクェイク / スタンピード / チャージ / ハードブロウ / ブラッドセイバー,エンジェリックウィング / ハートオブオーシャン / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=7&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=103&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=199&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=233&se=6&t=1,,,,,,,
ユウア,ドール (2),42,原種,3,アースクェイク / スタンピード / チャージ / ハードブロウ,エンジェリックウィング / ハートオブオーシャン,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=103&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=199&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=233&se=6&t=1,,,,,,,,
ユウア,アークディスプレイサー,59,原種,5,アンブッシュ / カラカス / ホロウワールド / 光のベール / 光の楔,エンジェリックウィング / リフレクション,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=7&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=103&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=199&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=233&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=235&se=6&t=1,,,,,,
ユウア,アトラク＝ナクア,39,亜種2,4,エンジェルダスト / ゴッサマーチェイン / トランキリティ / ミラーズ / ユロール,エンジェリックウィング / ミラージュ,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=7&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=103&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=199&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=233&se=6&t=1,,,,,,,
ユウア,ブラスドラゴン (1),41,亜種1,3,スタンピード / チャージ / ハードブロウ / ブラッドセイバー,ハートオブフレイム / リジェネレイト / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=39&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=135&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=167&se=6&t=1,,,,,,,,
ユウア,ブラスドラゴン (2),35,亜種1,3,スタンピード / チャージ / ハードブロウ,ハートオブフレイム / リジェネレイト / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=39&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=135&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=167&se=6&t=1,,,,,,,,
ユウア,パズズ,35,亜種1,1,スリープクラウド / ドラゴニックロア / 光の楔 / 月光浴,クィックオーダー,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=39&se=6&t=1,,,,,,,,,,
ユウア,シルバードラゴン,36,亜種1,1,クルセイド / サーチライト / ヒーリング,守りのミンネ / 防御ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=39&se=6&t=1,,,,,,,,,,
ユウア,フラーユ (1),31,原種,2,アイスランス / セメタリーゲート / ペイルムーン,コールドアシスト / ハートオブフレイム / リジェネレイト / 敏捷ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=71&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=234&se=6&t=1,,,,,,,,,
ユウア,フラーユ (2),26,原種,1,セメタリーゲート / ペイルムーン,コールドアシスト / 敏捷ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=71&se=6&t=1,,,,,,,,,,
ユウア,エアリエル,56,原種,5,セメタリーゲート / テンペスト / ヒーリング / ファイアランス / フェアリーエイド,クィックオーダー / ハートオブフレイム / 敏捷ブースト / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=71&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=135&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=167&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=232&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=234&se=6&t=1,,,,,,
ユウア,サキュバス,45,亜種1,4,アウェイクニング / エルフショット / セメタリーゲート / 悪魔のトリル,クィックオーダー / ハートオブフレイム / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=71&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=135&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=167&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=234&se=6&t=1,,,,,,,
ユウア,ダークヤング (1),45,原種,2,ガッシマ / スタンピード / ブラッドセイバー,リフレクション / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=232&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=235&se=6&t=1,,,,,,,,,
ユウア,ダークヤング (2),40,原種,2,ガッシマ / スタンピード,カウンター / リフレクション / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=232&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=235&se=6&t=1,,,,,,,,,
ユウア,ルサルカ,50,亜種2,1,ウィンターブラスト / スリープクラウド / フラッド,敏捷ブースト / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=232&se=6&t=1,,,,,,,,,,
