player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),url01,url02,url03,url04,url05,url06,url07,url08,url09,url10,url11
ショーンマイケル,A,10,スノウ (1),70,亜1,https://eldersign.jp/img/mi/g/f0/020_snow_1g4.png,アーマーメルト / スノウストーム / スリートストーム / セメタリーゲート / ブラッドスティール / ペイルムーン / リヴァイヴ / 氷の花 / 超低周波,HPブースト / クィックオーダー / フェアリークッキー / 敏捷ブースト / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=1&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=3&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=4&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=5&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=6&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=7&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=8&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=9&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=10&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=11&se=8&t=1,
ショーンマイケル,A,8,スノウ (2),70,亜1,https://eldersign.jp/img/mi/g/f0/020_snow_1g4.png,アーマーメルト / スノウストーム / スリートストーム / セメタリーゲート / ブラッドスティール / ペイルムーン / リヴァイヴ / 氷の花 / 超低周波,HPブースト / クィックオーダー / フェアリークッキー / 敏捷ブースト / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=1&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=3&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=4&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=7&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=8&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=9&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=10&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=11&se=8&t=1,,,
ショーンマイケル,A,10,スノウ (3),70,亜2,https://eldersign.jp/img/mi/g/f0/020_snow_2g7.png,スノウストーム / スリートストーム / ヒーリング / ロストフォーチュン / 氷の花,HPブースト / クィックオーダー / コールドバリア / フェアリークッキー / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=1&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=3&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=4&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=5&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=6&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=7&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=8&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=9&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=10&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=11&se=8&t=1,
ショーンマイケル,A,10,モーラ,70,亜2,https://eldersign.jp/img/mi/g/f0/022_mora_2g4.png,ファイアボール / フラッシュファイア / ブラッドスティール / ペイルムーン / リベレイション,HPブースト / クィックオーダー / フェアリークッキー,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=1&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=3&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=4&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=5&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=6&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=7&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=8&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=9&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=10&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=11&se=8&t=1,
ショーンマイケル,A,1,ブラスドラゴン,70,原,https://eldersign.jp/img/mi/g/f0/049_brass-dragon_0g7.png,ドラゴンスケイル / ハードブロウ / ファイアブレス / フレア / ベノムスクラッチ,リジェネレイト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=2&se=8&t=1,,,,,,,,,,
ショーンマイケル,A,1,ジャバウォック,70,亜2,https://eldersign.jp/img/mi/g/f0/017_jabberwock_2g7.png,ウォークライ / ベノムスクラッチ,コールドバリア / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=2&se=8&t=1,,,,,,,,,,
ショーンマイケル,A,1,スキュラ,70,亜2,https://eldersign.jp/img/mi/g/f0/023_scylla_2g7.png,イーヴルフルート / ファイアボール / ブラッドスティール / リヴァイヴ / 氷葬,戦いのエール / 防御ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=2&se=8&t=1,,,,,,,,,,
ショーンマイケル,A,1,アルビノペンギン,70,亜1,https://eldersign.jp/img/mi/g/f0/019_albino-penguin_1g7.png,ウィンドボルト / グリムシャドウ / ダルネス / テラーコール / トライペック,戦いのエール / 攻撃ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=2&se=8&t=1,,,,,,,,,,
ショーンマイケル,A,2,デュラハン,70,亜1,https://eldersign.jp/img/mi/g/f0/025_dullahan_1g4.png,アイギスシールド / アーマーメルト / ランドスライド,敏捷ブースト / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=5&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=6&se=8&t=1,,,,,,,,,
煌龍,B,4,パズズ,36,原,https://eldersign.jp/img/mi/g/f0/045_pazuzu_0g4.png,ダブルアタック / デルタスラッシュ / ハードブロウ / ローカストスウォーム,ビーストクッキー / 戦いのエール / 防御ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=1&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=34&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=35&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=4&v=36&se=8&t=1,,,,,,,
