player,letter,出場回数,monster,level,variant,image,A(アクティブ),P(コンパニオン),url01,url02,url03,url04,url05,url06,url07,url08,url09,url10,url11
センカ,B,3,シシリー,27,原,https://eldersign.jp/img/mi/p/f0/058_floweyu_0g1.png,セメタリーゲート / 光のベール / 桜花泡影,守りのミンネ / 心の壁 / 心の棘 / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=1&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=35&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=40&se=8&t=1,,,,,,,,
センカ,B,6,エオヒド,41,亜2,https://eldersign.jp/img/mi/p/f0/044_ankou_2g4.png,ウィンドボルト / エルフショット / パリィ / パンデミック / ファイアランス,エンジェリックウィング / フレイムアシスト / 敏捷ブースト / 防御ブースト / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=1&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=34&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=35&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=39&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=40&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=41&se=8&t=1,,,,,
センカ,B,6,アエス,46,原,https://eldersign.jp/img/mi/g/f0/041_rusalka_0g7.png,アイスランス / セメタリーゲート / ヒーリングヘイズ / フラッド / ペイルムーン,エンジェリックウィング / コールドアシスト / 敏捷ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=1&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=34&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=35&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=39&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=40&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=41&se=8&t=1,,,,,
センカ,B,2,オルロック,32,亜1,https://eldersign.jp/img/mi/g/f0/074_nachzehrer_1g7.png,ウィンドボルト / ジャベリン / ディスペル / ヒーリング / フォトケミカルスモッグ,心の壁 / 心の棘 / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=1&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=39&se=8&t=1,,,,,,,,,
センカ,B,1,シムルグ,32,原,https://eldersign.jp/img/mi/g/f0/046_simorgh_0g4.png,シードハウザー / スウィング / テラーコール / ハードブロウ / バードサンクチュアリ,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=34&se=8&t=1,,,,,,,,,,
センカ,B,3,タイハク,24,原,https://eldersign.jp/img/mi/g/f0/039_ariel_0g7.png,アイスランス / ウィンドボルト / セメタリーゲート / テンペスト / フェアリーエイド,守りのミンネ / 心の棘 / 戦いのエール / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=34&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=39&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=40&se=8&t=1,,,,,,,,
センカ,B,6,ゴフン,33,原,https://eldersign.jp/img/mi/g/f0/055_dark-young_0g4.png,のしかかり / ガッシマ / スタンピード / チャージ / ニグラーヌ,守りのミンネ / 戦いのエール / 防御ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=35&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=36&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=38&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=41&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=42&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=43&se=8&t=1,,,,,
センカ,B,6,リャオタン,38,亜2,https://eldersign.jp/img/mi/p/f0/054_hounds-of-tindalos_2g1.png,スタンピード / チャージ / デスサイズ / フェイズアウト / ルルハラント,守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=36&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=37&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=38&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=41&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=42&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=43&se=8&t=1,,,,,
センカ,B,5,干しイカちゃん,38,原,https://eldersign.jp/img/mi/g/f0/051_old-one_0g4.png,エルフショット / セメタリーゲート / ヒーリング / ブラッドスティール / ミラーズ,ハートオブマーブル / ミラージュ / 心の棘 / 魔力ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=36&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=37&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=38&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=42&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=43&se=8&t=1,,,,,,
センカ,B,5,ミートスパ太郎,27,原,https://eldersign.jp/img/mi/g/f0/053_fsm_0g4.png,アゼランザ / エルフショット / ダークネビュラ / ハスタリーザ / 悪魔のトリル,心の壁 / 心の棘,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=36&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=37&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=38&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=42&se=8&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=3&v=43&se=8&t=1,,,,,,
